;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
357;397;HP;15-fc0026AU Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;34250;Windows 11 OS;a
358;398;HP;Victus 15-fa1066TX Gaming Laptop;71;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;109990;Windows 11 OS;a
359;399;HP;15s-fq2738TU Laptop;69;11th Gen Intel Core i3 1115G4 ;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;15,6;1366;768;33990;Windows 11 OS;a
360;400;Asus;Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop;64;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Intel Iris Xe Graphics;13,3;2880;1800;79990;Windows 11 OS;a
361;401;Asus;Vivobook 15 2023 X1502VA-NJ541WS Laptop;62;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;Integrated Intel iris Xe Graphics;15,6;1920;1080;64990;Windows 11 OS;a
362;402;Asus;Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop;71;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;1TB;SSD;Intel Integrated Iris Xe;15,6;2880;1620;109990;Windows 11 OS;a
363;403;MSI;Bravo 15 B5ED-035IN Gaming Laptop;72;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB AMD Radeon RX6500M;15,6;1920;1080;62990;Windows 11 OS;a
364;404;Huawei;MateBook D14 2023 Laptop;65;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR4X;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;58999;Windows 11 OS;a
365;405;MSI;Titan GT77 HX 13VH-093IN Gaming Laptop;69;13th Gen Intel Core i9 13980HX;24 Cores (8P + 16E), 32 Threads;64GB;DDR5;2TB;SSD;12GB NVIDIA GeForce RTX 4080;17,3;3840;2160;420000;Windows 11 OS;b
366;407;Lenovo;E41-55 Laptop;69;3rd Gen AMD Athlon Silver 3050U;Dual Core, 2 Threads;8GB;DDR4;256GB;SSD;AMD Radeon Graphics;14;1920;1080;23990;Windows 11 OS;a
367;408;HP;15-fc0028AU Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;42999;Windows 11 OS;a
368;409;HP;15s-eq2223AU Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;38861;Windows 11 OS;a
369;410;Lenovo;V15 G3 82TTA00VIH Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;33590;Windows 11 OS;a
370;411;HP;Chromebook 15a-na0012TU Laptop;69;Intel Celeron  N4500;Dual Core, 2 Threads;4GB;LPDDR4x;128GB;Hard-Disk;Intel Integrated UHD Graphics;15,6;1366;768;15990;Chrome OS;a
371;412;Asus;Vivobook Go 14 2023 E1404FA-NK322WS Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;33980;Windows 11 OS;a
372;413;Acer;Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop;71;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;78400;Windows 11 OS;a
373;414;Asus;Vivobook Pro 15 M6500QC-HN742WS Laptop;72;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;79990;Windows 11 OS;a
374;415;Acer;Aspire 5 UN.K3JSI.004 Laptop;67;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;12GB;DDR4;512GB;SSD;Intel Iris Xe Graphic;15,6;1920;1080;47990;Windows 11 OS;a
375;416;Asus;Vivobook Pro 15 M6500QC-HN542WS Laptop;68;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;74990;Windows 11 OS;a
376;417;MSI;Modern 15 B13M-291IN Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;45889;Windows 11 OS;a
377;418;Asus;Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop;70;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon AMD;14;2880;1800;90990;Windows 11 OS;a
378;419;Asus;Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;50990;Windows 11 OS;a
379;420;Samsung;Galaxy Book 3 NP750XFG-KA2IN Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4x;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;74990;Windows 11 OS;a
380;421;Infinix;INBook Y1 Plus XL28 Laptop;69;10th Gen Intel Core i3 1005G1;Dual Core, 4 Threads;8GB;LPDDR4X;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;25990;Windows 11 OS;a
381;422;Samsung;Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop;68;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4x;1TB;SSD;Intel Iris Xe Graphics;13,3;1920;1080;133990;Windows 11 OS;a
382;423;Samsung;Galaxy Book 3 Pro NP960XFG-KC2IN Laptop;73;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;16;2880;1800;165990;Windows 11 OS;a
383;424;Samsung;Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop;80;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;DDR5;512GB;SSD;Intel Iris Xe Graphics;16;2880;1800;163990;Windows 11 OS;a
384;425;Samsung;Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop;66;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4x;512GB;SSD;Intel Iris Xe Graphics;13,3;1920;1080;109990;Windows 11 OS;a
385;426;Samsung;Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop;71;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;2880;1800;139990;Windows 11 OS;a
386;427;Samsung;Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop;66;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4x;512GB;SSD;Intel Iris Xe Graphics;13,3;1920;1080;109990;Windows 11 OS;a
387;428;Samsung;Galaxy Book 3 Pro NP960XFG-KC1IN Laptop;72;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;16;2880;1800;149990;Windows 11 OS;a
388;429;Samsung;Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop;81;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;DDR5;1TB;SSD;Intel Iris Xe Graphics;16;2880;1800;179990;Windows 11 OS;a
389;430;Samsung;Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop;74;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;16;2880;1800;155990;Windows 11 OS;a
390;431;Samsung;Galaxy Book 3 Ultra Laptop;78;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;32GB;LPDDR5;512GB;SSD;NVIDIA GeForce RTX 4070;16;2880;1800;229900;Windows 11 OS;a
391;432;Lenovo;V15 ?82C70005UK Laptop;61;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;35990;Windows 11 OS;a
392;433;HP;15s-fq2717TU Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;37990;Windows 11 OS;a
394;435;HP;14s-dq2649TU Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;34999;Windows 11 OS;a
395;436;Apple;MacBook Pro 14 inch Laptop;61;Apple M2 Max M2 Max;12 Cores;32GB;Unified;1TB;SSD;30-core GPU;14,2;3024;1964;290990;Mac OS;a
396;437;Apple;MacBook Pro 14 inch Laptop;69;Apple M2 Pro M2 Pro;12 Cores;16GB;Unified;1TB;SSD;19-core GPU;14,2;3024;1964;234990;Mac OS;a
397;438;HP;Pavilion Plus 14-eh0037TU Laptop;70;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;2880;1800;82799;Windows 11 OS;a
398;439;Dell;Vostro 3425 D552308WIN9B Laptop;60;5th Gen AMD Ryzen 3  5425U;Quad Core, 8 Threads;8GB;DDR4;256GB;SSD;AMD Radeon AMD;14;1920;1080;31790;Windows 11 OS;a
399;441;Lenovo;IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop;67;5th Gen AMD Ryzen 7  5800H;Octa Core, 16 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;60990;Windows 11 OS;a
400;445;MSI;Thin GF63 12VF-268IN Laptop;77;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;1TB;Hard-Disk;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;86990;Windows 11 OS;a
401;446;Dell;Vostro 3420 Laptop;63;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Graphics;14;1920;1080;52990;Windows 11 OS;a
402;447;Dell;Vostro 3425 Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;38990;Windows 11 OS;a
403;448;Asus;Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop;60;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;52558;Windows 11 OS;a
404;449;Asus;VivoBook 14 X1400EA-EK322WS Notebook;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Intel UHD;14;1920;1080;31990;Windows 11 OS;a
405;450;HP;15-fc0026AU Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;34499;Windows 11 OS;a
406;452;Asus;Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop;75;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;2880;1800;94490;Windows 11 OS;a
407;453;HP;15s-fq2738TU Laptop;69;11th Gen Intel Core i3 1115G4 ;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;15,6;1366;768;33800;Windows 11 OS;a
408;454;Samsung;Galaxy Book 3  NP750XFG-KB2IN Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4x;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;74390;Windows 11 OS;a
409;455;Asus;Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop;71;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD; Intel Iris Xe Graphics;14;2880;1800;104490;Windows 11 OS;a
410;457;Asus;Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop;71;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;1TB;SSD;Intel Integrated Iris Xe;15,6;2880;1620;105739;Windows 11 OS;a
411;463;Lenovo;Thinkpad E15 21E6S05A00 Laptop;66;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;45500;Windows 11 OS;a
412;464;Asus;Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;50760;Windows 11 OS;a
413;465;Asus;Vivobook Go 14 2023 E1404FA-NK542WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;49990;Windows 11 OS;a
414;466;Asus;Vivobook Go 14 2023 E1404FA-NK322WS Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;33199;Windows 11 OS;a
415;467;Asus;Vivobook Pro 15 M6500QC-HN742WS Laptop;72;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;70990;Windows 11 OS;a
416;468;Acer;Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop;71;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;64990;Windows 11 OS;a
417;469;Asus;Vivobook 16 2023 M1605YA-MB541WS Laptop;64;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;16;1920;1200;59990;Windows 11 OS;a
418;470;Asus;Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop;70;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon AMD;14;2880;1800;88990;Windows 11 OS;a
419;471;Asus;Vivobook Go 15 2023 E1504FA-NJ522WS Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;44990;Windows 11 OS;a
420;472;HP;Pavilion Aero 13-be2047AU Laptop;69;7th Gen AMD Ryzen 7 7735U;Octa Core, 16 Threads;16GB;LPDDR5;1TB;SSD;AMD Radeon AMD;13,3;1920;1200;77990;Windows 11 OS;a
421;474;Asus;Vivobook 16 2023 M1605YA-MB741WS Laptop;65;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;16;1920;1200;70990;Windows 11 OS;a
422;477;Lenovo;IdeaPad  82K2022TIN Gaming Laptop;70;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;55990;Windows 11 OS;a
423;478;Tecno;Megabook T1 Laptop;66;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;16GB;LPDDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;43999;Windows 11 OS;a
424;479;Acer;Aspire 3 A315-24P NX.KDESI.004 Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon Graphiics;15,6;1920;1080;37990;Windows 11 OS;a
425;480;HP;Victus 15-fb0106AX Gaming Laptop;67;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;64990;Windows 11 OS;a
426;481;Lenovo;IdeaPad Slim 1 82VG009MIN Laptop;69;AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;32990;Windows 11 OS;a
427;483;Samsung;Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop;81;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;DDR5;1TB;SSD;Intel Iris Xe Graphics;16;2880;1800;179490;Windows 11 OS;a
428;487;Infinix;Zero Book Series ZL12 Laptop;60;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;56990;Windows OS;a
429;488;HP;Victus 16-d0310TX Gaming Laptop;71;11th Gen Intel Core i5 11400H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;16,1;1920;1080;56990;Windows 11 OS;a
430;489;Asus;VivoBook 15 X1500EA-EJ3381WS Laptop;69;11th Gen intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;34990;Windows 11 OS;a
431;491;HP;Pavilion Plus 14-eh0037TU Laptop;70;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;2880;1800;83249;Windows 11 OS;a
432;495;Dell;Vostro 3420 Laptop;60;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;57990;Windows 11 OS;a
433;496;HP;Envy x360 13-bf0121TU  Laptop;71;12th Gen Intel Core i5 1230U;10 Cores, 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;13,4;1920;1200;85490;Windows 11 OS;a
434;497;Dell;Vostro 3520 Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;55890;Windows 11 OS;a
435;498;Asus;Vivobook 15 X1502ZA-EJ381WS Laptop;69;12th Gen Intel Core i3 1220P;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;40689;Windows 11 OS;a
436;499;Acer;Aspire 5 A515-57 2022 Laptop;65;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphic;15,6;1920;1080;48990;Windows 11 OS;a
437;500;HP;Pavilion 14-dv2014TU Laptop;64;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Integrated UHD Graphics;14;1920;1080;66648;Windows 11 OS;a
438;501;Acer;Aspire 5 A515-57 NX.K2VSI.002 Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;36990;Windows 11 OS;a
439;502;Gigabyte;G5 KE RC55KE Laptop;73;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 3060;15,6;1920;1080;74990;Windows 11 OS;b
440;504;Lenovo;Legion 5 Pro 82RF00E1IN Gaming Laptop;69;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 3070Ti;16;2560;1600;144990;Windows 11 OS;a
441;505;Dell;Latitude 7420 Laptop;69;11th Gen Intel Core i7 1185G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;118499;Windows 10 OS;d
442;506;Lenovo;V15 82KDA00XIH Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;35490;Windows 11 OS;a
443;507;Lenovo;IdeaPad Flex 5 82R90068IN Laptop;74;5th Gen AMD Ryzen 7 5700U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon;14;1920;1200;62889;Windows 11 OS;a
444;508;Lenovo;IdeaPad Gaming 3 82K201YAIN Laptop;67;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;63999;Windows 11 OS;a
445;509;Honor;MagicBook 14 WDQ9BHNE Laptop;69;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;14;1920;1080;41990;Windows 11 OS;a
446;510;Asus;VivoBook 14 2022 X1402ZA-MW311WS Laptop;62;12th Gen Intel Core i3 1220P;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;49990;Windows 11 OS;a
447;511;Asus;VivoBook 14 2022 X1402ZA-EK521WS Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;54990;Windows 11 OS;a
448;512;Lenovo;IdeaPad Gaming 3 82SA00B2IN Laptop;75;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 3060;16;1920;1200;119990;Windows 11 OS;a
449;513;MSI;Creator M16 A12UD-633IN Laptop;78;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050 Ti;16;2560;1660;85990;Windows 11 OS;b
450;514;MSI;Creator Pro M16 A12UIS-634IN Gaming Laptop;79;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX A1000;16;2560;1660;85590;Windows 11 OS;b
451;515;Lenovo;V15 82KDA01EIH Laptop;61;5th Gen AMD Ryzen 3 5300U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;31990;Windows 11 OS;a
452;516;Asus;Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop;69;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1200;55800;Windows 11 OS;a
453;517;Xiaomi;Notebook Pro 120G Laptop;68;12th Gen Intel Core i5 12450H ;Octa Core, 12 Threads;16GB;LPDDR5;512GB;SSD;Intel UHD Graphics;14;2560;1600;72422;Windows 11 OS;a
454;518;Acer;Extensa 15 EX215-54 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;31500;Windows 11 OS;a
455;519;Asus;VivoBook 14 X415EA-EK322WS Notebook;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Intel UHD;14;1920;1080;37990;Windows 11 OS;a
457;521;HP;Victus 15-fb0050AX Gaming Laptop;71;5th Gen AMD Ryzen 5  5600H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;63490;Windows 11 OS;a
458;522;Lenovo;IdeaPad Slim 5 82SF008YIN Laptop;66;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;60990;Windows 11 OS;a
459;523;Lenovo;IdeaPad Slim 3 82KU017EIN Laptop;64;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;15,6;1920;1080;39900;Windows 11 OS;a
460;524;Asus;VivoBook 15 X1500EA-EJ322WS Laptop;69;11th Gen intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;33990;Windows 11 OS;a
461;525;HP;Pavilion 15s-fq5112TU Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;57580;Windows 11 OS;a
462;526;Asus;ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop;85;6th Gen AMD Ryzen 9  6900HX;Octa Core, 16 Threads;32GB;DDR5;2TB;SSD;16GB NVIDIA GeForce RTX 3080 Ti;16;2560;1600;339990;Windows 11 OS;a
463;527;HP;15s-fq2672TU Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;34999;Windows 11 OS;a
464;528;HP;15s-fq5111TU Laptop;61;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe;15,6;1920;1080;54990;Windows 11 OS;a
465;529;HP;15s-dr3506TU Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;1TB;Hard-Disk;Intel UHD Graphics;15,6;1920;1080;35999;Windows 11 OS;a
466;530;HP;15s-du3614TU Laptop;65;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;1TB;Hard-Disk;Intel Integrated UHD;15,6;1920;1080;41710;Windows 11 OS;a
467;531;Dell;Vostro 5625 laptop;67;5th Gen AMD Ryzen 5 5625U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;16;1920;1200;50090;Windows 11 OS;a
468;532;HP;Pavilion 14s- fy1003AU Laptop;69;5th Gen AMD Ryzen 5  5500U ;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;45890;Windows 11 OS;a
469;533;HP;15s-eq1559AU Laptop;69;3rd Gen AMD Athlon Silver 3050U;Dual Core, 2 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1366;768;29990;Windows 11 OS;a
470;534;HP;15s-FR2511TU Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;37672;Windows 11 OS;a
471;535;Dell;G15-5525 Gaming Laptop;77;6th Gen AMD Ryzen 7  6800H;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;83523;Windows 11 OS;a
